   0.0000000e+00   6.7988545e+02
   1.0000000e+00   6.5251422e+02
   2.0000000e+00   6.3476482e+02
   3.0000000e+00   6.2216207e+02
   4.0000000e+00   6.1268876e+02
   5.0000000e+00   6.0538264e+02
   6.0000000e+00   5.9973254e+02
   7.0000000e+00   5.9540210e+02
   8.0000000e+00   5.9210847e+02
   9.0000000e+00   5.8959803e+02
   1.0000000e+01   5.8766540e+02
   1.1000000e+01   5.8616334e+02
   1.2000000e+01   5.8499151e+02
   1.3000000e+01   5.8407965e+02
   1.4000000e+01   5.8337536e+02
   1.5000000e+01   5.8283736e+02
   1.6000000e+01   5.8243426e+02
   1.7000000e+01   5.8218437e+02
   1.8000000e+01   5.8201536e+02
   1.9000000e+01   5.8189967e+02
   2.0000000e+01   5.8182029e+02
